"","dynamicColors","mergedColors"
"RPS16","midnightblue","midnightblue"
"SUPT5H","grey60","lightyellow"
"TIMM50","magenta","lightyellow"
"EID2B","brown","greenyellow"
"EID2","grey60","lightyellow"
"CLC","purple","purple"
"DYRK1B","grey60","lightyellow"
"FBL","magenta","lightyellow"
"FCGBP","grey","grey"
"PSMC4","magenta","lightyellow"
"ZNF546","blue","lightcyan"
"ZNF780B","blue","lightcyan"
"ZNF780A","blue","lightcyan"
"MAP3K10","grey60","lightyellow"
"CNTD2","grey","grey"
"AKT2","grey60","lightyellow"
"C19orf47","grey60","lightyellow"
"PLD3","purple","purple"
"PRX","brown","greenyellow"
"SERTAD1","grey60","lightyellow"
"SERTAD3","grey60","lightyellow"
"BLVRB","grey","grey"
"SHKBP1","grey60","lightyellow"
"LTBP4","brown","greenyellow"
"NUMBL","pink","greenyellow"
"COQ8B","grey60","lightyellow"
"ITPKC","grey60","lightyellow"
"C19orf54","black","lightyellow"
"SNRPA","magenta","lightyellow"
"MIA","grey","grey"
"RAB4B","grey","grey"
"EGLN2","grey60","lightyellow"
"CYP2B6","grey","grey"
"CYP2S1","grey","grey"
"AXL","pink","greenyellow"
"HNRNPUL1","grey60","lightyellow"
"TGFB1","pink","greenyellow"
"CCDC97","grey60","lightyellow"
"TMEM91","brown","greenyellow"
"B9D2","grey60","lightyellow"
"EXOSC5","magenta","lightyellow"
"BCKDHA","grey60","lightyellow"
"B3GNT8","grey","grey"
"DMAC2","grey60","lightyellow"
"ERICH4","grey","grey"
"CEACAM21","red","purple"
"CEACAM4","purple","purple"
"CEACAM7","grey","grey"
"CEACAM5","grey","grey"
"AC243967.1","grey","grey"
"CEACAM6","grey","grey"
"CEACAM3","purple","purple"
"RPS19","midnightblue","midnightblue"
"CD79A","red","purple"
"ARHGEF1","grey60","lightyellow"
"ERFL","grey","grey"
"RABAC1","grey","grey"
"ATP1A3","grey","grey"
"GRIK5","brown","greenyellow"
"ZNF574","grey60","lightyellow"
"POU2F2","red","purple"
"DEDD2","grey60","lightyellow"
"ZNF526","grey60","lightyellow"
"GSK3A","grey60","lightyellow"
"ERF","grey60","lightyellow"
"CIC","grey60","lightyellow"
"PAFAH1B3","magenta","lightyellow"
"PRR19","yellow","lightyellow"
"TMEM145","grey","grey"
"MEGF8","turquoise","lightcyan"
"CNFN","darkred","darkred"
"LIPE","grey","grey"
"CXCL17","grey","grey"
"CEACAM1","grey","grey"
"CD177","grey","grey"
"TEX101","grey","grey"
"LYPD3","darkred","darkred"
"PHLDB3","grey60","lightyellow"
"ETHE1","grey","grey"
"ZNF575","grey","grey"
"XRCC1","grey60","lightyellow"
"PINLYP","brown","greenyellow"
"IRGQ","turquoise","lightcyan"
"ZNF576","grey60","lightyellow"
"ZNF428","grey60","lightyellow"
"CADM4","grey","grey"
"PLAUR","purple","purple"
"SMG9","grey60","lightyellow"
"KCNN4","grey","grey"
"LYPD5","grey","grey"
"ZNF283","blue","lightcyan"
"ZNF404","blue","lightcyan"
"ZNF45","blue","lightcyan"
"ZNF221","blue","lightcyan"
"ZNF155","blue","lightcyan"
"ZNF230","blue","lightcyan"
"ZNF222","blue","lightcyan"
"ZNF223","blue","lightcyan"
"ZNF284","blue","lightcyan"
"ZNF224","blue","lightcyan"
"ZNF234","blue","lightcyan"
"ZNF226","blue","lightcyan"
"ZNF227","blue","lightcyan"
"ZNF235","blue","lightcyan"
"ZNF233","blue","lightcyan"
"ZNF112","blue","lightcyan"
"ZNF229","brown","greenyellow"
"ZNF180","blue","lightcyan"
"IGSF23","grey","grey"
"PVR","grey60","lightyellow"
"CEACAM19","grey","grey"
"BCL3","grey60","lightyellow"
"CBLC","grey","grey"
"BCAM","brown","greenyellow"
"NECTIN2","grey60","lightyellow"
"TOMM40","magenta","lightyellow"
"APOE","purple","purple"
"APOC1","purple","purple"
"APOC2","grey","grey"
"CLPTM1","grey60","lightyellow"
"RELB","red","purple"
"CLASRP","grey60","lightyellow"
"ZNF296","magenta","lightyellow"
"GEMIN7","magenta","lightyellow"
"MARK4","grey60","lightyellow"
"PPP1R37","grey60","lightyellow"
"TRAPPC6A","grey","grey"
"BLOC1S3","grey60","lightyellow"
"EXOC3L2","greenyellow","greenyellow"
"CKM","grey","grey"
"KLC3","grey","grey"
"ERCC2","grey60","lightyellow"
"PPP1R13L","grey","grey"
"CD3EAP","magenta","lightyellow"
"ERCC1","grey60","lightyellow"
"FOSB","grey","grey"
"RTN2","pink","greenyellow"
"PPM1N","grey","grey"
"VASP","grey60","lightyellow"
"OPA3","turquoise","lightcyan"
"GPR4","greenyellow","greenyellow"
"EML2","grey60","lightyellow"
"GIPR","grey","grey"
"SNRPD2","magenta","lightyellow"
"QPCTL","grey60","lightyellow"
"FBXO46","grey60","lightyellow"
"SIX5","grey60","lightyellow"
"DMPK","brown","greenyellow"
"DMWD","grey60","lightyellow"
"SYMPK","grey60","lightyellow"
"FOXA3","grey","grey"
"IRF2BP1","grey60","lightyellow"
"MYPOP","grey60","lightyellow"
"NOVA2","greenyellow","greenyellow"
"CCDC61","grey60","lightyellow"
"PGLYRP1","purple","purple"
"IGFL2","grey","grey"
"IGFL1","darkred","darkred"
"HIF3A","brown","greenyellow"
"PPP5C","grey60","lightyellow"
"CCDC8","pink","greenyellow"
"PNMA8A","brown","greenyellow"
"PNMA8B","brown","greenyellow"
"CALM3","grey60","lightyellow"
"PTGIR","pink","greenyellow"
"GNG8","brown","greenyellow"
"DACT3","brown","greenyellow"
"PRKD2","grey60","lightyellow"
"STRN4","grey60","lightyellow"
"FKRP","grey60","lightyellow"
"SLC1A5","yellow","lightyellow"
"AP2S1","magenta","lightyellow"
"ARHGAP35","turquoise","lightcyan"
"NPAS1","grey","grey"
"TMEM160","magenta","lightyellow"
"ZC3H4","grey60","lightyellow"
"SAE1","grey60","lightyellow"
"BBC3","black","lightyellow"
"CCDC9","grey60","lightyellow"
"INAFM1","brown","greenyellow"
"C5AR1","purple","purple"
"C5AR2","purple","purple"
"DHX34","grey60","lightyellow"
"MEIS3","pink","greenyellow"
"SLC8A2","brown","greenyellow"
"KPTN","magenta","lightyellow"
"NAPA","grey60","lightyellow"
"BICRA","grey60","lightyellow"
"EHD2","brown","greenyellow"
"NOP53","midnightblue","midnightblue"
"SELENOW","brown","greenyellow"
"PLA2G4C","brown","greenyellow"
"LIG1","black","lightyellow"
"ZSWIM9","grey60","lightyellow"
"CARD8","red","purple"
"ZNF114","grey","grey"
"EMP3","pink","greenyellow"
"TMEM143","grey60","lightyellow"
"SYNGR4","grey","grey"
"KDELR1","magenta","lightyellow"
"GRIN2D","grey","grey"
"GRWD1","grey60","lightyellow"
"KCNJ14","grey","grey"
"CYTH2","grey60","lightyellow"
"LMTK3","grey","grey"
"SULT2B1","darkred","darkred"
"FAM83E","grey","grey"
"SPACA4","grey","grey"
"RPL18","midnightblue","midnightblue"
"SPHK2","grey60","lightyellow"
"DBP","grey","grey"
"CA11","brown","greenyellow"
"FUT2","grey","grey"
"MAMSTR","grey","grey"
"RASIP1","greenyellow","greenyellow"
"FUT1","grey","grey"
"BCAT2","magenta","lightyellow"
"HSD17B14","pink","greenyellow"
"PLEKHA4","brown","greenyellow"
"PPP1R15A","grey60","lightyellow"
"NUCB1","grey60","lightyellow"
"DHDH","grey","grey"
"BAX","grey60","lightyellow"
"FTL","purple","purple"
"GYS1","grey60","lightyellow"
"RUVBL2","magenta","lightyellow"
"LHB","grey","grey"
"AC008687.4","grey","grey"
"SNRNP70","grey60","lightyellow"
"LIN7B","grey","grey"
"C19orf73","grey","grey"
"PPFIA3","magenta","lightyellow"
"HRC","greenyellow","greenyellow"
"TRPM4","grey","grey"
"SLC6A16","brown","greenyellow"
"CD37","red","purple"
"TEAD2","brown","greenyellow"
"DKKL1","grey","grey"
"PIH1D1","magenta","lightyellow"
"ALDH16A1","grey60","lightyellow"
"AC010619.1","grey","grey"
"FLT3LG","red","purple"
"RPL13A","midnightblue","midnightblue"
"RPS11","midnightblue","midnightblue"
"FCGRT","grey","grey"
"RCN3","pink","greenyellow"
"NOSIP","magenta","lightyellow"
"PRRG2","grey60","lightyellow"
"PRR12","grey60","lightyellow"
"RRAS","brown","greenyellow"
"SCAF1","grey60","lightyellow"
"IRF3","grey60","lightyellow"
"BCL2L12","magenta","lightyellow"
"PRMT1","magenta","lightyellow"
"ADM5","grey","grey"
"CPT1C","pink","greenyellow"
"AP2A1","grey60","lightyellow"
"FUZ","brown","greenyellow"
"MED25","grey60","lightyellow"
"PTOV1","grey60","lightyellow"
"PNKP","grey60","lightyellow"
"AKT1S1","grey60","lightyellow"
"TBC1D17","grey60","lightyellow"
"IL4I1","purple","purple"
"NUP62","black","lightyellow"
"ATF5","magenta","lightyellow"
"VRK3","grey60","lightyellow"
"ZNF473","green","lightcyan"
"MYH14","black","lightyellow"
"KCNC3","grey","grey"
"NR1H2","grey60","lightyellow"
"POLD1","black","lightyellow"
"SPIB","red","purple"
"FAM71E1","grey","grey"
"EMC10","grey60","lightyellow"
"JOSD2","grey60","lightyellow"
"ASPDH","grey","grey"
"LRRC4B","greenyellow","greenyellow"
"C19orf81","grey","grey"
"CLEC11A","pink","greenyellow"
"AC010325.1","grey","grey"
"C19orf48","magenta","lightyellow"
"KLK1","grey","grey"
"KLK6","grey","grey"
"KLK7","grey","grey"
"KLK8","darkred","darkred"
"KLK10","grey","grey"
"KLK11","grey","grey"
"KLK12","darkred","darkred"
"KLK13","darkred","darkred"
"KLK14","grey","grey"
"CTU1","grey60","lightyellow"
"SIGLEC9","purple","purple"
"SIGLEC7","purple","purple"
"CD33","purple","purple"
"IGLON5","grey","grey"
"VSIG10L","darkred","darkred"
"ETFB","grey","grey"
"CLDND2","grey","grey"
"NKG7","red","purple"
"SIGLEC10","purple","purple"
"SIGLEC8","red","purple"
"CEACAM18","grey","grey"
"SIGLEC12","purple","purple"
"SIGLEC6","brown","greenyellow"
"ZNF175","blue","lightcyan"
"SIGLEC14","purple","purple"
"SPACA6","brown","greenyellow"
"HAS1","pink","greenyellow"
"FPR1","purple","purple"
"FPR2","purple","purple"
"FPR3","purple","purple"
"ZNF577","grey","grey"
"ZNF649","grey","grey"
"ZNF613","grey","grey"
"ZNF350","grey","grey"
"ZNF615","grey","grey"
"ZNF614","grey","grey"
"ZNF432","blue","lightcyan"
"ZNF841","blue","lightcyan"
"ZNF616","green","lightcyan"
"ZNF836","blue","lightcyan"
"PPP2R1A","grey60","lightyellow"
"ZNF766","blue","lightcyan"
"ZNF480","blue","lightcyan"
"ZNF610","brown","greenyellow"
"ZNF880","brown","greenyellow"
"ZNF528","brown","greenyellow"
"ZNF808","blue","lightcyan"
"ZNF701","blue","lightcyan"
"ZNF83","blue","lightcyan"
"ZNF611","blue","lightcyan"
"ZNF600","green","lightcyan"
"ZNF28","green","lightcyan"
"ZNF468","green","lightcyan"
"ZNF320","green","lightcyan"
"ZNF888","green","lightcyan"
"ZNF816","green","lightcyan"
"ZNF160","blue","lightcyan"
"ZNF415","brown","greenyellow"
"ZNF347","brown","greenyellow"
"ZNF665","brown","greenyellow"
"ZNF677","brown","greenyellow"
"ZNF845","blue","lightcyan"
"ZNF525","blue","lightcyan"
"ZNF765","green","lightcyan"
"ZNF761","green","lightcyan"
"ZNF813","grey","grey"
"ZNF331","brown","greenyellow"
"MYADM","brown","greenyellow"
"PRKCG","grey","grey"
"OSCAR","purple","purple"
"NDUFA3","magenta","lightyellow"
"TFPT","grey60","lightyellow"
"PRPF31","grey60","lightyellow"
"CNOT3","grey60","lightyellow"
"LENG1","grey60","lightyellow"
"TMC4","grey","grey"
"MBOAT7","grey60","lightyellow"
"TSEN34","grey60","lightyellow"
"RPS9","midnightblue","midnightblue"
"LILRB3","purple","purple"
"LILRA6","purple","purple"
"LILRB5","purple","purple"
"LILRB2","purple","purple"
"LILRA5","purple","purple"
